央卫频道,#genre#
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8
欢笑剧场,https://zby.130519.xyz/PLTV/11/224/3221225771/index.m3u8
法治天地,https://zby.130519.xyz/PLTV/11/224/3221225994/index.m3u8
游戏风云,https://zby.130519.xyz/PLTV/11/224/3221226117/index.m3u8
游戏风云,https://zby.130519.xyz/PLTV/11/224/3221226140/index.m3u8
金鹰卡通,https://zby.130519.xyz/PLTV/11/224/3221226094/index.m3u8
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226175/index.m3u8
卡酷少儿,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8
嘉佳卡通,https://zby.130519.xyz/PLTV/11/224/3221226021/index.m3u8
乐游,https://zby.130519.xyz/PLTV/11/224/3221226157/index.m3u8
乐游,https://zby.130519.xyz/PLTV/11/224/3221226115/index.m3u8
睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
睛彩广场舞,https://zby.130519.xyz/PLTV/11/224/3221226139/index.m3u8

CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws

CCTV1,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv1/
CCTV2,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv2/
CCTV3,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv3/
CCTV4,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv4/
CCTV5,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv5/
CCTV5+,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv5plus/
CCTV6,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv6/
CCTV7,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv7/
CCTV8,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv8/
CCTV9,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctvjilu/
CCTV10,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv10/
CCTV11,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv11/
CCTV12,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv12/
CCTV13,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv13/
CCTV14,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctvchild/
CCTV15,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv15/
CCTV16,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv16/
CCTV17,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv17/
CCTV4欧洲,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctveurope/
CCTV4美洲,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctvamerica/

CCTV1,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001859
CCTV2,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001800
CCTV3,http://A/ku9/js/web.js?id=https://tv.cctv.com/live/cctv3/
CCTV4,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001814
CCTV5,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001818
CCTV5+,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001817
CCTV6,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600108442
CCTV7,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004092
CCTV8,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001803
CCTV9,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600004078
CCTV10,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001805
CCTV11,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001806
CCTV12,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001807
CCTV13,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001811
CCTV14,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001809
CCTV15,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001815
CCTV16,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600098637
CCTV17,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600001810
CGTN,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600014550
CGTN纪录,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084781
CGTN俄语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084758
CGTN法语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084704
CGTN西语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084744
CGTN阿语,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600084782
CCTV4K,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002264
CCTV8K,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600156816
CETV1,http://A/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_ffa6b6e1b32b4a16a73eb3ef66f8bfc7.html
CETV2,http://A/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_80d0ffb42c114eaf9663708629ff0a3e.html
CETV4,http://A/ku9/js/web.js?id=https://tv.gxtv.cn/channel/channelivePlay_67eace939278435bb4bca90800fb4225.html
风云剧场,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099658
第一剧场,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099655
怀旧剧场,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600099620

北京卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002309
江苏卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002521
东方卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002483
浙江卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002520
湖南卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002475
湖北卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002508
广东卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002485
广西卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002509
黑龙江卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002498
海南卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002506
重庆卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002531
深圳卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002481
四川卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002516
河南卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002525
东南卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002484
贵州卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002490
江西卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002503
辽宁卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002505
安徽卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002532
河北卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002493
山东卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002513
天津卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600152137
吉林卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190405
陕西卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190400
甘肃卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190408
宁夏卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190737
内蒙古卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190401
云南卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190402
山西卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190407
青海卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190406
西藏卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600190403

CCTV1,video://https://tv.cctv.com/live/cctv1/
CCTV2,video://https://tv.cctv.com/live/cctv2/
CCTV3,video://https://tv.cctv.com/live/cctv3/
CCTV4,video://https://tv.cctv.com/live/cctv4/
CCTV5,video://https://tv.cctv.com/live/cctv5/
CCTV5+,video://https://tv.cctv.com/live/cctv5plus/
CCTV6,video://https://tv.cctv.com/live/cctv6/
CCTV7,video://https://tv.cctv.com/live/cctv7/
CCTV8,video://https://tv.cctv.com/live/cctv8/
CCTV9,video://https://tv.cctv.com/live/cctvjilu/
CCTV10,video://https://tv.cctv.com/live/cctv10/
CCTV11,video://https://tv.cctv.com/live/cctv11/
CCTV12,video://https://tv.cctv.com/live/cctv12/
CCTV13,video://https://tv.cctv.com/live/cctv13/
CCTV14,video://https://tv.cctv.com/live/cctvchild/
CCTV15,video://https://tv.cctv.com/live/cctv15/
CCTV16,video://https://tv.cctv.com/live/cctv16/
CCTV17,video://https://tv.cctv.com/live/cctv17/
CCTV4欧洲,video://https://tv.cctv.com/live/cctveurope/
CCTV4美洲,video://https://tv.cctv.com/live/cctvamerica/

CCTV1,video://https://yangshipin.cn/tv/home?pid=600001859
CCTV2,video://https://yangshipin.cn/tv/home?pid=600001800
CCTV3,video://https://tv.cctv.com/live/cctv3/
CCTV4,video://https://yangshipin.cn/tv/home?pid=600001814
CCTV5,video://https://yangshipin.cn/tv/home?pid=600001818
CCTV5+,video://https://yangshipin.cn/tv/home?pid=600001817
CCTV6,video://https://yangshipin.cn/tv/home?pid=600108442
CCTV7,video://https://yangshipin.cn/tv/home?pid=600004092
CCTV8,video://https://yangshipin.cn/tv/home?pid=600001803
CCTV9,video://https://yangshipin.cn/tv/home?pid=600004078
CCTV10,video://https://yangshipin.cn/tv/home?pid=600001805
CCTV11,video://https://yangshipin.cn/tv/home?pid=600001806
CCTV12,video://https://yangshipin.cn/tv/home?pid=600001807
CCTV13,video://https://yangshipin.cn/tv/home?pid=600001811
CCTV14,video://https://yangshipin.cn/tv/home?pid=600001809
CCTV15,video://https://yangshipin.cn/tv/home?pid=600001815
CCTV16,video://https://yangshipin.cn/tv/home?pid=600098637
CCTV17,video://https://yangshipin.cn/tv/home?pid=600001810
CGTN,video://https://yangshipin.cn/tv/home?pid=600014550
CGTN纪录,video://https://yangshipin.cn/tv/home?pid=600084781
CGTN俄语,video://https://yangshipin.cn/tv/home?pid=600084758
CGTN法语,video://https://yangshipin.cn/tv/home?pid=600084704
CGTN西语,video://https://yangshipin.cn/tv/home?pid=600084744
CGTN阿语,video://https://yangshipin.cn/tv/home?pid=600084782
CCTV4K,video://https://yangshipin.cn/tv/home?pid=600002264
CCTV8K,video://https://yangshipin.cn/tv/home?pid=600156816
CETV1,video://https://tv.gxtv.cn/channel/channelivePlay_ffa6b6e1b32b4a16a73eb3ef66f8bfc7.html
CETV2,video://https://tv.gxtv.cn/channel/channelivePlay_80d0ffb42c114eaf9663708629ff0a3e.html
CETV4,video://https://tv.gxtv.cn/channel/channelivePlay_67eace939278435bb4bca90800fb4225.html
风云剧场,video://https://yangshipin.cn/tv/home?pid=600099658
第一剧场,video://https://yangshipin.cn/tv/home?pid=600099655
怀旧剧场,video://https://yangshipin.cn/tv/home?pid=600099620

北京卫视,video://https://yangshipin.cn/tv/home?pid=600002309
江苏卫视,video://https://yangshipin.cn/tv/home?pid=600002521
东方卫视,video://https://yangshipin.cn/tv/home?pid=600002483
浙江卫视,video://https://yangshipin.cn/tv/home?pid=600002520
湖南卫视,video://https://yangshipin.cn/tv/home?pid=600002475
湖北卫视,video://https://yangshipin.cn/tv/home?pid=600002508
广东卫视,video://https://yangshipin.cn/tv/home?pid=600002485
广西卫视,video://https://yangshipin.cn/tv/home?pid=600002509
黑龙江卫视,video://https://yangshipin.cn/tv/home?pid=600002498
海南卫视,video://https://yangshipin.cn/tv/home?pid=600002506
重庆卫视,video://https://yangshipin.cn/tv/home?pid=600002531
深圳卫视,video://https://yangshipin.cn/tv/home?pid=600002481
四川卫视,video://https://yangshipin.cn/tv/home?pid=600002516
河南卫视,video://https://yangshipin.cn/tv/home?pid=600002525
东南卫视,video://https://yangshipin.cn/tv/home?pid=600002484
贵州卫视,video://https://yangshipin.cn/tv/home?pid=600002490
江西卫视,video://https://yangshipin.cn/tv/home?pid=600002503
辽宁卫视,video://https://yangshipin.cn/tv/home?pid=600002505
安徽卫视,video://https://yangshipin.cn/tv/home?pid=600002532
河北卫视,video://https://yangshipin.cn/tv/home?pid=600002493
山东卫视,video://https://yangshipin.cn/tv/home?pid=600002513
天津卫视,video://https://yangshipin.cn/tv/home?pid=600152137
吉林卫视,video://https://yangshipin.cn/tv/home?pid=600190405
陕西卫视,video://https://yangshipin.cn/tv/home?pid=600190400
甘肃卫视,video://https://yangshipin.cn/tv/home?pid=600190408
宁夏卫视,video://https://yangshipin.cn/tv/home?pid=600190737
内蒙古卫视,video://https://yangshipin.cn/tv/home?pid=600190401
云南卫视,video://https://yangshipin.cn/tv/home?pid=600190402
山西卫视,video://https://yangshipin.cn/tv/home?pid=600190407
青海卫视,video://https://yangshipin.cn/tv/home?pid=600190406
西藏卫视,video://https://yangshipin.cn/tv/home?pid=600190403


海外频道,#genre#
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港,http://r.jdshipin.com/NfC0f
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/qrfbg
无线新闻,http://r.jdshipin.com/CkuBd
明珠台,http://r.jdshipin.com/ZQ4kN
TVB Plus,http://r.jdshipin.com/ndGgS
TVB Plus,http://r.jdshipin.com/Nr5jq
TVB星河,http://r.jdshipin.com/Voac4
TVB星河,http://r.jdshipin.com/sXuuD
华丽翡翠台,http://r.jdshipin.com/thuYX
ViuTV,http://r.jdshipin.com/vSJvl
澳视澳门,http://r.jdshipin.com/n2YZI

凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台4k,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
中视,rtmp://f13h.mine.nu/sat/tv091

明珠台,http://o12.1678520.xyz/hls/mzt/playlist.m3u8
明珠台,http://api.mg.itv888.cn:8080/hls/63e9ea6e5df/index.m3u8
翡翠台,http://api.mg.itv888.cn:8080/streams/031a43f0d54/index.m3u8
翡翠台,http://api.mg.itv888.cn:8080/hls/4bb8922027c/index.m3u8
翡翠台 backup,http://api.mg.itv888.cn:8080/hls/ac8b06eb0c8/index.m3u8
无线新闻,http://api.mg.itv888.cn:8080/hls/e1bb5e8bc4f/index.m3u8
TVB Plus,http://api.mg.itv888.cn:8080/hls/c18815664e8/index.m3u8
凤凰香港,http://api.mg.itv888.cn:8080/hls/e9660dce9a6/index.m3u8
凤凰中文,http://api.mg.itv888.cn:8080/hls/2f80047f91e/index.m3u8
凤凰资讯,http://api.mg.itv888.cn:8080/hls/11ef1dc70d8/index.m3u8
HOY资讯台,http://api.mg.itv888.cn:8080/hls/5e12ccd9191/index.m3u8
RTHK31,http://api.mg.itv888.cn:8080/hls/7f79a251429/index.m3u8
RTHK32,http://api.mg.itv888.cn:8080/hls/18c550eab1e/index.m3
ViuTV,http://api.mg.itv888.cn:8080/hls/13d52dc29d5/index.m3u8
ViuTV6,http://api.mg.itv888.cn:8080/hls/0408f039a12/index.m3u8

爆谷台,http://j.s.bkpcp.top/js/nowbgt
星影台,http://j.s.bkpcp.top/js/nowxyt
凤凰中文,http://j.s.bkpcp.top/js/fhzw
凤凰资讯,http://j.s.bkpcp.top/js/fhzx
凤凰香港,http://j.s.bkpcp.top/js/fhxg

凤凰中文,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
翡翠台,http://t.061899.xyz/tl/js/js.php?id=tvbfct
无线新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
TVB Plus,http://t.061899.xyz/tl/js/js.php?id=TVB Plus
明珠台,http://t.061899.xyz/tl/js/js.php?id=tvbmzt

凤凰中文,http://A/ku9/js/webview.js?id=https://345iptv.com/?act=play%26token=c80cba20d9f5c689aa1ea457a03d3420%26tid=gt%26id=1
凤凰资讯,http://A/ku9/js/webview.js?id=https://345iptv.com/?act=play%26token=be8e20acbf96cbaeedf4a05974da1004%26tid=gt%26id=2
凤凰香港,http://A/ku9/js/webview.js?id=https://345iptv.com/?act=play%26token=301120f25939085c3313bad63d7c207d%26tid=gt%26id=3
星空卫视,http://A/ku9/js/webview.js?id=http://27.25.159.105:18000/url/api.php?id=15702&tk=a08069f77d023a2f26
翡翠台,http://A/ku9/js/webview.js?id=https://m.456iptv.com/?act=play%26token=0414e51b425be184dc3efa0db53e6812%26tid=gt%26id=5
明珠台,http://A/ku9/js/webview.js?id=http://m.345iptv.com/?act=play%26token=d2d94c55f2275567a1d154afbc09587b%26tid=gt%26id=9
有线新闻,http://A/ku9/js/webview.js?id=http://m.345iptv.com/?act=play%26token=fa85074433ae45388bb96b382056e5df%26tid=gt%26id=11
无线新闻,http://A/ku9/js/webview.js?id=http://m.345iptv.com/?act=play%26token=bc7918833f7de6b2829ad197ddc05e10%26tid=gt%26id=6
TVB Plus,http://A/ku9/js/webview.js?id=http://m.345iptv.com/?act=play%26token=806785b3e369da03a1bac892904a4ae9%26tid=gt%26id=8
中天新闻,http://A/ku9/js/webview.js?id=http://m.345iptv.com/?act=play%26token=c5099746050c41f288c9c50a5002539b%26tid=gt%26id=43
中视新闻,http://A/ku9/js/webview.js?id=http://m.345iptv.com/?act=play%26token=f433a3a8a177d0b012b4b337558191c2%26tid=gt%26id=46

凤凰中文,video://https://345iptv.com/?act=play%26token=c80cba20d9f5c689aa1ea457a03d3420%26tid=gt%26id=1
凤凰资讯,video://https://345iptv.com/?act=play%26token=be8e20acbf96cbaeedf4a05974da1004%26tid=gt%26id=2
凤凰香港,video://https://345iptv.com/?act=play%26token=301120f25939085c3313bad63d7c207d%26tid=gt%26id=3
星空卫视,video://http://27.25.159.105:18000/url/api.php?id=15702&tk=a08069f77d023a2f26
翡翠台,video://https://m.456iptv.com/?act=play%26token=0414e51b425be184dc3efa0db53e6812%26tid=gt%26id=5
明珠台,video://http://m.345iptv.com/?act=play%26token=d2d94c55f2275567a1d154afbc09587b%26tid=gt%26id=9
有线新闻,video://http://m.345iptv.com/?act=play%26token=fa85074433ae45388bb96b382056e5df%26tid=gt%26id=11
无线新闻,video://http://m.345iptv.com/?act=play%26token=bc7918833f7de6b2829ad197ddc05e10%26tid=gt%26id=6
TVB Plus,video://http://m.345iptv.com/?act=play%26token=806785b3e369da03a1bac892904a4ae9%26tid=gt%26id=8
中天新闻,video://http://m.345iptv.com/?act=play%26token=c5099746050c41f288c9c50a5002539b%26tid=gt%26id=43
中视新闻,video://http://m.345iptv.com/?act=play%26token=f433a3a8a177d0b012b4b337558191c2%26tid=gt%26id=46


湖北频道,#genre#
湖北卫视,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/431
湖北经视,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/432
湖北综合,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/433
湖北公共,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/434
湖北影视,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/435
湖北生活,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/436
湖北教育,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/437
湖北垄上,http://A/ku9/js/web.js?id=https://news.hbtv.com.cn/app/tv/438
麻城综合频道,https://video.yscxy.cn:8888/mctv1.m3u8
襄阳经济生活,http://A/ku9/js/web.js?id=https://xiangyang.cjyun.org/app/streamradio/138
襄阳综合,http://A/ku9/js/web.js?id=https://xiangyang.cjyun.org/app/streamradio/142
襄阳公共,http://A/ku9/js/web.js?id=https://xiangyang.cjyun.org/app/streamradio/130
十堰新闻综合,http://A/ku9/js/web.js?id=https://www.syiptv.com/tv?station_id=1
十堰经济旅游,http://A/ku9/js/web.js?id=https://www.syiptv.com/tv?station_id=3
十堰新闻综合,http://A/ku9/js/web.js?id=http://52zb.online/xzb/sytv.php?id=1
十堰经济旅游,http://A/ku9/js/web.js?id=http://52zb.online/xzb/sytv.php?id=3
荆门新闻综合,http://A/ku9/js/web.js?id=https://www.jmtv.com.cn/folder48/folder50/folder62
孝感综合,http://A/ku9/js/web.js?id=https://share.xgrb.cn/live_detail?newsid=25009136_xgrb
孝感生活,http://A/ku9/js/web.js?id=https://share.xgrb.cn/live_detail?newsid=25009684_xgrb
黄冈广播电视,http://A/ku9/js/web.js?id=http://m-huanggang.cjyun.org/zhibo?2022
鄂州1,http://A/ku9/js/web.js?id=https://app.iezhou.cn/application/tvradio/h5/detail.html?type=tv&id=37
鄂州2,http://A/ku9/js/web.js?id=https://app.iezhou.cn/application/tvradio/h5/detail.html?type=tv&id=36
荆州新闻综合,http://A/ku9/js/web.js?id=http://m-jingzhou.cjyun.org/dszb
咸宁新闻综合,http://A/ku9/js/web.js?id=https://app.cjyun.org.cn/video/videojs/index?site_id=10140&id=91&page=canvas&live_type=1
咸宁经济生活,http://A/ku9/js/web.js?id=https://app.cjyun.org.cn/video/videojs/index?site_id=10140&id=80&page=canvas&live_type=1

湖北卫视,video://https://news.hbtv.com.cn/app/tv/431
湖北经视,video://https://news.hbtv.com.cn/app/tv/432
湖北综合,video://https://news.hbtv.com.cn/app/tv/433
湖北公共,video://https://news.hbtv.com.cn/app/tv/434
湖北影视,video://https://news.hbtv.com.cn/app/tv/435
湖北生活,video://https://news.hbtv.com.cn/app/tv/436
湖北教育,video://https://news.hbtv.com.cn/app/tv/437
湖北垄上,video://https://news.hbtv.com.cn/app/tv/438
麻城综合频道,https://video.yscxy.cn:8888/mctv1.m3u8
襄阳经济生活,video://https://xiangyang.cjyun.org/app/streamradio/138
襄阳综合,video://https://xiangyang.cjyun.org/app/streamradio/142
襄阳公共,video://https://xiangyang.cjyun.org/app/streamradio/130
十堰新闻综合,video://https://www.syiptv.com/tv?station_id=1
十堰经济旅游,video://https://www.syiptv.com/tv?station_id=3
十堰新闻综合,video://http://52zb.online/xzb/sytv.php?id=1
